ISim log file
Running: D:\Desktop\CO\P7\CPU\mips_txt_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb D:/Desktop/CO/P7/CPU/mips_txt_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
@00004188: $ 1 <= 00000426
@0000418c: $ 6 <= 00000427
@00004180: $ 5 <= 000038e0
@00004184: $ 4 <= 000038e4
@00004188: $ 1 <= 00000429
@0000418c: $ 6 <= 0000042a
@00004180: $ 5 <= 000038e4
@00004184: $ 4 <= 000038e8
@00004188: $ 1 <= 0000042c
@0000418c: $ 6 <= 0000042d
@00004180: $ 5 <= 000038e8
@00004184: $ 4 <= 000038ec
@00004188: $ 1 <= 0000042f
@0000418c: $ 6 <= 00000430
@00004180: $ 5 <= 000038ec
@00004184: $ 4 <= 000038f0
@00004188: $ 1 <= 00000432
@0000418c: $ 6 <= 00000433
@00004180: $ 5 <= 000038f0
@00004184: $ 4 <= 000038f4
@00004188: $ 1 <= 00000435
@0000418c: $ 6 <= 00000436
@00004180: $ 5 <= 000038f4
@00004184: $ 4 <= 000038f8
@00004188: $ 1 <= 00000438
@0000418c: $ 6 <= 00000439
@00004180: $ 5 <= 000038f8
@00004184: $ 4 <= 000038fc
@00004188: $ 1 <= 0000043b
@0000418c: $ 6 <= 0000043c
@00004180: $ 5 <= 000038fc
@00004184: $ 4 <= 00003900
@00004188: $ 1 <= 0000043e
@0000418c: $ 6 <= 0000043f
@00004180: $ 5 <= 00003900
@00004184: $ 4 <= 00003904
@00004188: $ 1 <= 00000441
@0000418c: $ 6 <= 00000442
@00004180: $ 5 <= 00003904
@00004184: $ 4 <= 00003908
@00004188: $ 1 <= 00000444
@0000418c: $ 6 <= 00000445
@00004180: $ 5 <= 00003908
@00004184: $ 4 <= 0000390c
@00004188: $ 1 <= 00000447
@0000418c: $ 6 <= 00000448
@00004180: $ 5 <= 0000390c
@00004184: $ 4 <= 00003910
@00004188: $ 1 <= 0000044a
@0000418c: $ 6 <= 0000044b
@00004180: $ 5 <= 00003910
@00004184: $ 4 <= 00003914
@00004188: $ 1 <= 0000044d
@0000418c: $ 6 <= 0000044e
@00004180: $ 5 <= 00003914
@00004184: $ 4 <= 00003918
@00004188: $ 1 <= 00000450
@0000418c: $ 6 <= 00000451
@00004180: $ 5 <= 00003918
@00004184: $ 4 <= 0000391c
@00004188: $ 1 <= 00000453
@0000418c: $ 6 <= 00000454
@00004180: $ 5 <= 0000391c
@00004184: $ 4 <= 00003920
@00004188: $ 1 <= 00000456
@0000418c: $ 6 <= 00000457
@00004180: $ 5 <= 00003920
@00004184: $ 4 <= 00003924
@00004188: $ 1 <= 00000459
@0000418c: $ 6 <= 0000045a
@00004180: $ 5 <= 00003924
@00004184: $ 4 <= 00003928
@00004188: $ 1 <= 0000045c
@0000418c: $ 6 <= 0000045d
@00004180: $ 5 <= 00003928
@00004184: $ 4 <= 0000392c
@00004188: $ 1 <= 0000045f
@0000418c: $ 6 <= 00000460
@00004180: $ 5 <= 0000392c
@00004184: $ 4 <= 00003930
@00004188: $ 1 <= 00000462
@0000418c: $ 6 <= 00000463
@00004180: $ 5 <= 00003930
@00004184: $ 4 <= 00003934
@00004188: $ 1 <= 00000465
@0000418c: $ 6 <= 00000466
@00004180: $ 5 <= 00003934
@00004184: $ 4 <= 00003938
@00004188: $ 1 <= 00000468
@0000418c: $ 6 <= 00000469
@00004180: $ 5 <= 00003938
@00004184: $ 4 <= 0000393c
@00004188: $ 1 <= 0000046b
@0000418c: $ 6 <= 0000046c
@00004180: $ 5 <= 0000393c
@00004184: $ 4 <= 00003940
@00004188: $ 1 <= 0000046e
@0000418c: $ 6 <= 0000046f
@00004180: $ 5 <= 00003940
@00004184: $ 4 <= 00003944
@00004188: $ 1 <= 00000471
@0000418c: $ 6 <= 00000472
@00004180: $ 5 <= 00003944
@00004184: $ 4 <= 00003948
@00004188: $ 1 <= 00000474
@0000418c: $ 6 <= 00000475
@00004180: $ 5 <= 00003948
@00004184: $ 4 <= 0000394c
@00004188: $ 1 <= 00000477
@0000418c: $ 6 <= 00000478
@00004180: $ 5 <= 0000394c
@00004184: $ 4 <= 00003950
@00004188: $ 1 <= 0000047a
@0000418c: $ 6 <= 0000047b
@00004180: $ 5 <= 00003950
@00004184: $ 4 <= 00003954
@00004188: $ 1 <= 0000047d
@0000418c: $ 6 <= 0000047e
@00004180: $ 5 <= 00003954
@00004184: $ 4 <= 00003958
@00004188: $ 1 <= 00000480
@0000418c: $ 6 <= 00000481
@00004180: $ 5 <= 00003958
# run 10us
@00004184: $ 4 <= 0000395c
@00004188: $ 1 <= 00000483
@0000418c: $ 6 <= 00000484
@00004180: $ 5 <= 0000395c
@00004184: $ 4 <= 00003960
@00004188: $ 1 <= 00000486
@0000418c: $ 6 <= 00000487
@00004180: $ 5 <= 00003960
@00004184: $ 4 <= 00003964
@00004188: $ 1 <= 00000489
@0000418c: $ 6 <= 0000048a
@00004180: $ 5 <= 00003964
@00004184: $ 4 <= 00003968
@00004188: $ 1 <= 0000048c
@0000418c: $ 6 <= 0000048d
@00004180: $ 5 <= 00003968
@00004184: $ 4 <= 0000396c
@00004188: $ 1 <= 0000048f
@0000418c: $ 6 <= 00000490
@00004180: $ 5 <= 0000396c
@00004184: $ 4 <= 00003970
@00004188: $ 1 <= 00000492
@0000418c: $ 6 <= 00000493
@00004180: $ 5 <= 00003970
@00004184: $ 4 <= 00003974
@00004188: $ 1 <= 00000495
@0000418c: $ 6 <= 00000496
@00004180: $ 5 <= 00003974
@00004184: $ 4 <= 00003978
@00004188: $ 1 <= 00000498
@0000418c: $ 6 <= 00000499
@00004180: $ 5 <= 00003978
@00004184: $ 4 <= 0000397c
@00004188: $ 1 <= 0000049b
@0000418c: $ 6 <= 0000049c
@00004180: $ 5 <= 0000397c
@00004184: $ 4 <= 00003980
@00004188: $ 1 <= 0000049e
@0000418c: $ 6 <= 0000049f
@00004180: $ 5 <= 00003980
@00004184: $ 4 <= 00003984
@00004188: $ 1 <= 000004a1
@0000418c: $ 6 <= 000004a2
@00004180: $ 5 <= 00003984
@00004184: $ 4 <= 00003988
@00004188: $ 1 <= 000004a4
@0000418c: $ 6 <= 000004a5
@00004180: $ 5 <= 00003988
@00004184: $ 4 <= 0000398c
@00004188: $ 1 <= 000004a7
@0000418c: $ 6 <= 000004a8
@00004180: $ 5 <= 0000398c
@00004184: $ 4 <= 00003990
@00004188: $ 1 <= 000004aa
@0000418c: $ 6 <= 000004ab
@00004180: $ 5 <= 00003990
@00004184: $ 4 <= 00003994
@00004188: $ 1 <= 000004ad
@0000418c: $ 6 <= 000004ae
@00004180: $ 5 <= 00003994
@00004184: $ 4 <= 00003998
@00004188: $ 1 <= 000004b0
@0000418c: $ 6 <= 000004b1
@00004180: $ 5 <= 00003998
@00004184: $ 4 <= 0000399c
@00004188: $ 1 <= 000004b3
@0000418c: $ 6 <= 000004b4
@00004180: $ 5 <= 0000399c
@00004184: $ 4 <= 000039a0
@00004188: $ 1 <= 000004b6
@0000418c: $ 6 <= 000004b7
@00004180: $ 5 <= 000039a0
@00004184: $ 4 <= 000039a4
@00004188: $ 1 <= 000004b9
@0000418c: $ 6 <= 000004ba
@00004180: $ 5 <= 000039a4
@00004184: $ 4 <= 000039a8
@00004188: $ 1 <= 000004bc
@0000418c: $ 6 <= 000004bd
@00004180: $ 5 <= 000039a8
@00004184: $ 4 <= 000039ac
@00004188: $ 1 <= 000004bf
@0000418c: $ 6 <= 000004c0
@00004180: $ 5 <= 000039ac
@00004184: $ 4 <= 000039b0
@00004188: $ 1 <= 000004c2
@0000418c: $ 6 <= 000004c3
@00004180: $ 5 <= 000039b0
@00004184: $ 4 <= 000039b4
@00004188: $ 1 <= 000004c5
@0000418c: $ 6 <= 000004c6
@00004180: $ 5 <= 000039b4
@00004184: $ 4 <= 000039b8
@00004188: $ 1 <= 000004c8
@0000418c: $ 6 <= 000004c9
@00004180: $ 5 <= 000039b8
@00004184: $ 4 <= 000039bc
@00004188: $ 1 <= 000004cb
@0000418c: $ 6 <= 000004cc
@00004180: $ 5 <= 000039bc
@00004184: $ 4 <= 000039c0
@00004188: $ 1 <= 000004ce
@0000418c: $ 6 <= 000004cf
@00004180: $ 5 <= 000039c0
@00004184: $ 4 <= 000039c4
@00004188: $ 1 <= 000004d1
@0000418c: $ 6 <= 000004d2
@00004180: $ 5 <= 000039c4
@00004184: $ 4 <= 000039c8
@00004188: $ 1 <= 000004d4
@0000418c: $ 6 <= 000004d5
@00004180: $ 5 <= 000039c8
@00004184: $ 4 <= 000039cc
@00004188: $ 1 <= 000004d7
@0000418c: $ 6 <= 000004d8
@00004180: $ 5 <= 000039cc
@00004184: $ 4 <= 000039d0
@00004188: $ 1 <= 000004da
@0000418c: $ 6 <= 000004db
@00004180: $ 5 <= 000039d0
@00004184: $ 4 <= 000039d4
@00004188: $ 1 <= 000004dd
@0000418c: $ 6 <= 000004de
@00004180: $ 5 <= 000039d4
@00004184: $ 4 <= 000039d8
@00004188: $ 1 <= 000004e0
@0000418c: $ 6 <= 000004e1
@00004180: $ 5 <= 000039d8
@00004184: $ 4 <= 000039dc
@00004188: $ 1 <= 000004e3
@0000418c: $ 6 <= 000004e4
@00004180: $ 5 <= 000039dc
@00004184: $ 4 <= 000039e0
@00004188: $ 1 <= 000004e6
@0000418c: $ 6 <= 000004e7
@00004180: $ 5 <= 000039e0
@00004184: $ 4 <= 000039e4
@00004188: $ 1 <= 000004e9
@0000418c: $ 6 <= 000004ea
@00004180: $ 5 <= 000039e4
@00004184: $ 4 <= 000039e8
@00004188: $ 1 <= 000004ec
@0000418c: $ 6 <= 000004ed
@00004180: $ 5 <= 000039e8
@00004184: $ 4 <= 000039ec
@00004188: $ 1 <= 000004ef
@0000418c: $ 6 <= 000004f0
@00004180: $ 5 <= 000039ec
@00004184: $ 4 <= 000039f0
@00004188: $ 1 <= 000004f2
@0000418c: $ 6 <= 000004f3
@00004180: $ 5 <= 000039f0
@00004184: $ 4 <= 000039f4
@00004188: $ 1 <= 000004f5
@0000418c: $ 6 <= 000004f6
@00004180: $ 5 <= 000039f4
@00004184: $ 4 <= 000039f8
@00004188: $ 1 <= 000004f8
@0000418c: $ 6 <= 000004f9
@00004180: $ 5 <= 000039f8
@00004184: $ 4 <= 000039fc
@00004188: $ 1 <= 000004fb
@0000418c: $ 6 <= 000004fc
@00004180: $ 5 <= 000039fc
@00004184: $ 4 <= 00003a00
@00004188: $ 1 <= 000004fe
@0000418c: $ 6 <= 000004ff
@00004180: $ 5 <= 00003a00
@00004184: $ 4 <= 00003a04
@00004188: $ 1 <= 00000501
@0000418c: $ 6 <= 00000502
@00004180: $ 5 <= 00003a04
@00004184: $ 4 <= 00003a08
@00004188: $ 1 <= 00000504
@0000418c: $ 6 <= 00000505
@00004180: $ 5 <= 00003a08
@00004184: $ 4 <= 00003a0c
@00004188: $ 1 <= 00000507
@0000418c: $ 6 <= 00000508
@00004180: $ 5 <= 00003a0c
@00004184: $ 4 <= 00003a10
@00004188: $ 1 <= 0000050a
@0000418c: $ 6 <= 0000050b
@00004180: $ 5 <= 00003a10
@00004184: $ 4 <= 00003a14
@00004188: $ 1 <= 0000050d
@0000418c: $ 6 <= 0000050e
@00004180: $ 5 <= 00003a14
@00004184: $ 4 <= 00003a18
@00004188: $ 1 <= 00000510
@0000418c: $ 6 <= 00000511
@00004180: $ 5 <= 00003a18
@00004184: $ 4 <= 00003a1c
@00004188: $ 1 <= 00000513
@0000418c: $ 6 <= 00000514
@00004180: $ 5 <= 00003a1c
@00004184: $ 4 <= 00003a20
@00004188: $ 1 <= 00000516
@0000418c: $ 6 <= 00000517
@00004180: $ 5 <= 00003a20
@00004184: $ 4 <= 00003a24
@00004188: $ 1 <= 00000519
@0000418c: $ 6 <= 0000051a
@00004180: $ 5 <= 00003a24
@00004184: $ 4 <= 00003a28
@00004188: $ 1 <= 0000051c
@0000418c: $ 6 <= 0000051d
@00004180: $ 5 <= 00003a28
@00004184: $ 4 <= 00003a2c
@00004188: $ 1 <= 0000051f
@0000418c: $ 6 <= 00000520
@00004180: $ 5 <= 00003a2c
@00004184: $ 4 <= 00003a30
@00004188: $ 1 <= 00000522
@0000418c: $ 6 <= 00000523
@00004180: $ 5 <= 00003a30
@00004184: $ 4 <= 00003a34
@00004188: $ 1 <= 00000525
@0000418c: $ 6 <= 00000526
@00004180: $ 5 <= 00003a34
@00004184: $ 4 <= 00003a38
@00004188: $ 1 <= 00000528
@0000418c: $ 6 <= 00000529
@00004180: $ 5 <= 00003a38
@00004184: $ 4 <= 00003a3c
@00004188: $ 1 <= 0000052b
@0000418c: $ 6 <= 0000052c
@00004180: $ 5 <= 00003a3c
@00004184: $ 4 <= 00003a40
@00004188: $ 1 <= 0000052e
@0000418c: $ 6 <= 0000052f
@00004180: $ 5 <= 00003a40
@00004184: $ 4 <= 00003a44
@00004188: $ 1 <= 00000531
@0000418c: $ 6 <= 00000532
@00004180: $ 5 <= 00003a44
@00004184: $ 4 <= 00003a48
@00004188: $ 1 <= 00000534
@0000418c: $ 6 <= 00000535
@00004180: $ 5 <= 00003a48
@00004184: $ 4 <= 00003a4c
@00004188: $ 1 <= 00000537
@0000418c: $ 6 <= 00000538
@00004180: $ 5 <= 00003a4c
@00004184: $ 4 <= 00003a50
@00004188: $ 1 <= 0000053a
@0000418c: $ 6 <= 0000053b
@00004180: $ 5 <= 00003a50
@00004184: $ 4 <= 00003a54
@00004188: $ 1 <= 0000053d
@0000418c: $ 6 <= 0000053e
@00004180: $ 5 <= 00003a54
@00004184: $ 4 <= 00003a58
@00004188: $ 1 <= 00000540
@0000418c: $ 6 <= 00000541
@00004180: $ 5 <= 00003a58
@00004184: $ 4 <= 00003a5c
@00004188: $ 1 <= 00000543
@0000418c: $ 6 <= 00000544
@00004180: $ 5 <= 00003a5c
@00004184: $ 4 <= 00003a60
@00004188: $ 1 <= 00000546
@0000418c: $ 6 <= 00000547
@00004180: $ 5 <= 00003a60
@00004184: $ 4 <= 00003a64
@00004188: $ 1 <= 00000549
@0000418c: $ 6 <= 0000054a
@00004180: $ 5 <= 00003a64
@00004184: $ 4 <= 00003a68
@00004188: $ 1 <= 0000054c
@0000418c: $ 6 <= 0000054d
@00004180: $ 5 <= 00003a68
@00004184: $ 4 <= 00003a6c
@00004188: $ 1 <= 0000054f
@0000418c: $ 6 <= 00000550
@00004180: $ 5 <= 00003a6c
@00004184: $ 4 <= 00003a70
@00004188: $ 1 <= 00000552
@0000418c: $ 6 <= 00000553
@00004180: $ 5 <= 00003a70
@00004184: $ 4 <= 00003a74
@00004188: $ 1 <= 00000555
@0000418c: $ 6 <= 00000556
@00004180: $ 5 <= 00003a74
@00004184: $ 4 <= 00003a78
@00004188: $ 1 <= 00000558
@0000418c: $ 6 <= 00000559
@00004180: $ 5 <= 00003a78
@00004184: $ 4 <= 00003a7c
@00004188: $ 1 <= 0000055b
@0000418c: $ 6 <= 0000055c
@00004180: $ 5 <= 00003a7c
@00004184: $ 4 <= 00003a80
@00004188: $ 1 <= 0000055e
@0000418c: $ 6 <= 0000055f
@00004180: $ 5 <= 00003a80
@00004184: $ 4 <= 00003a84
@00004188: $ 1 <= 00000561
@0000418c: $ 6 <= 00000562
@00004180: $ 5 <= 00003a84
@00004184: $ 4 <= 00003a88
@00004188: $ 1 <= 00000564
@0000418c: $ 6 <= 00000565
@00004180: $ 5 <= 00003a88
@00004184: $ 4 <= 00003a8c
@00004188: $ 1 <= 00000567
@0000418c: $ 6 <= 00000568
@00004180: $ 5 <= 00003a8c
@00004184: $ 4 <= 00003a90
@00004188: $ 1 <= 0000056a
@0000418c: $ 6 <= 0000056b
@00004180: $ 5 <= 00003a90
@00004184: $ 4 <= 00003a94
@00004188: $ 1 <= 0000056d
@0000418c: $ 6 <= 0000056e
@00004180: $ 5 <= 00003a94
@00004184: $ 4 <= 00003a98
@00004188: $ 1 <= 00000570
@0000418c: $ 6 <= 00000571
@00004180: $ 5 <= 00003a98
@00004184: $ 4 <= 00003a9c
@00004188: $ 1 <= 00000573
@0000418c: $ 6 <= 00000574
@00004180: $ 5 <= 00003a9c
@00004184: $ 4 <= 00003aa0
@00004188: $ 1 <= 00000576
@0000418c: $ 6 <= 00000577
@00004180: $ 5 <= 00003aa0
@00004184: $ 4 <= 00003aa4
@00004188: $ 1 <= 00000579
@0000418c: $ 6 <= 0000057a
@00004180: $ 5 <= 00003aa4
@00004184: $ 4 <= 00003aa8
@00004188: $ 1 <= 0000057c
@0000418c: $ 6 <= 0000057d
@00004180: $ 5 <= 00003aa8
@00004184: $ 4 <= 00003aac
@00004188: $ 1 <= 0000057f
@0000418c: $ 6 <= 00000580
@00004180: $ 5 <= 00003aac
@00004184: $ 4 <= 00003ab0
@00004188: $ 1 <= 00000582
@0000418c: $ 6 <= 00000583
@00004180: $ 5 <= 00003ab0
@00004184: $ 4 <= 00003ab4
@00004188: $ 1 <= 00000585
@0000418c: $ 6 <= 00000586
@00004180: $ 5 <= 00003ab4
@00004184: $ 4 <= 00003ab8
@00004188: $ 1 <= 00000588
@0000418c: $ 6 <= 00000589
@00004180: $ 5 <= 00003ab8
@00004184: $ 4 <= 00003abc
@00004188: $ 1 <= 0000058b
@0000418c: $ 6 <= 0000058c
@00004180: $ 5 <= 00003abc
@00004184: $ 4 <= 00003ac0
@00004188: $ 1 <= 0000058e
@0000418c: $ 6 <= 0000058f
@00004180: $ 5 <= 00003ac0
@00004184: $ 4 <= 00003ac4
@00004188: $ 1 <= 00000591
@0000418c: $ 6 <= 00000592
@00004180: $ 5 <= 00003ac4
@00004184: $ 4 <= 00003ac8
@00004188: $ 1 <= 00000594
@0000418c: $ 6 <= 00000595
@00004180: $ 5 <= 00003ac8
@00004184: $ 4 <= 00003acc
@00004188: $ 1 <= 00000597
@0000418c: $ 6 <= 00000598
@00004180: $ 5 <= 00003acc
@00004184: $ 4 <= 00003ad0
@00004188: $ 1 <= 0000059a
@0000418c: $ 6 <= 0000059b
@00004180: $ 5 <= 00003ad0
@00004184: $ 4 <= 00003ad4
@00004188: $ 1 <= 0000059d
@0000418c: $ 6 <= 0000059e
@00004180: $ 5 <= 00003ad4
@00004184: $ 4 <= 00003ad8
@00004188: $ 1 <= 000005a0
@0000418c: $ 6 <= 000005a1
@00004180: $ 5 <= 00003ad8
@00004184: $ 4 <= 00003adc
@00004188: $ 1 <= 000005a3
@0000418c: $ 6 <= 000005a4
@00004180: $ 5 <= 00003adc
@00004184: $ 4 <= 00003ae0
@00004188: $ 1 <= 000005a6
@0000418c: $ 6 <= 000005a7
@00004180: $ 5 <= 00003ae0
@00004184: $ 4 <= 00003ae4
@00004188: $ 1 <= 000005a9
@0000418c: $ 6 <= 000005aa
@00004180: $ 5 <= 00003ae4
@00004184: $ 4 <= 00003ae8
@00004188: $ 1 <= 000005ac
@0000418c: $ 6 <= 000005ad
@00004180: $ 5 <= 00003ae8
@00004184: $ 4 <= 00003aec
@00004188: $ 1 <= 000005af
@0000418c: $ 6 <= 000005b0
@00004180: $ 5 <= 00003aec
@00004184: $ 4 <= 00003af0
@00004188: $ 1 <= 000005b2
@0000418c: $ 6 <= 000005b3
@00004180: $ 5 <= 00003af0
@00004184: $ 4 <= 00003af4
@00004188: $ 1 <= 000005b5
@0000418c: $ 6 <= 000005b6
@00004180: $ 5 <= 00003af4
@00004184: $ 4 <= 00003af8
@00004188: $ 1 <= 000005b8
@0000418c: $ 6 <= 000005b9
@00004180: $ 5 <= 00003af8
@00004184: $ 4 <= 00003afc
@00004188: $ 1 <= 000005bb
@0000418c: $ 6 <= 000005bc
@00004180: $ 5 <= 00003afc
@00004184: $ 4 <= 00003b00
@00004188: $ 1 <= 000005be
@0000418c: $ 6 <= 000005bf
@00004180: $ 5 <= 00003b00
@00004184: $ 4 <= 00003b04
@00004188: $ 1 <= 000005c1
@0000418c: $ 6 <= 000005c2
@00004180: $ 5 <= 00003b04
@00004184: $ 4 <= 00003b08
@00004188: $ 1 <= 000005c4
@0000418c: $ 6 <= 000005c5
@00004180: $ 5 <= 00003b08
@00004184: $ 4 <= 00003b0c
@00004188: $ 1 <= 000005c7
@0000418c: $ 6 <= 000005c8
@00004180: $ 5 <= 00003b0c
@00004184: $ 4 <= 00003b10
@00004188: $ 1 <= 000005ca
@0000418c: $ 6 <= 000005cb
@00004180: $ 5 <= 00003b10
@00004184: $ 4 <= 00003b14
@00004188: $ 1 <= 000005cd
@0000418c: $ 6 <= 000005ce
@00004180: $ 5 <= 00003b14
@00004184: $ 4 <= 00003b18
@00004188: $ 1 <= 000005d0
@0000418c: $ 6 <= 000005d1
@00004180: $ 5 <= 00003b18
@00004184: $ 4 <= 00003b1c
@00004188: $ 1 <= 000005d3
@0000418c: $ 6 <= 000005d4
@00004180: $ 5 <= 00003b1c
@00004184: $ 4 <= 00003b20
@00004188: $ 1 <= 000005d6
@0000418c: $ 6 <= 000005d7
@00004180: $ 5 <= 00003b20
@00004184: $ 4 <= 00003b24
@00004188: $ 1 <= 000005d9
@0000418c: $ 6 <= 000005da
@00004180: $ 5 <= 00003b24
@00004184: $ 4 <= 00003b28
@00004188: $ 1 <= 000005dc
@0000418c: $ 6 <= 000005dd
@00004180: $ 5 <= 00003b28
@00004184: $ 4 <= 00003b2c
@00004188: $ 1 <= 000005df
@0000418c: $ 6 <= 000005e0
@00004180: $ 5 <= 00003b2c
@00004184: $ 4 <= 00003b30
@00004188: $ 1 <= 000005e2
@0000418c: $ 6 <= 000005e3
@00004180: $ 5 <= 00003b30
@00004184: $ 4 <= 00003b34
@00004188: $ 1 <= 000005e5
@0000418c: $ 6 <= 000005e6
@00004180: $ 5 <= 00003b34
@00004184: $ 4 <= 00003b38
@00004188: $ 1 <= 000005e8
@0000418c: $ 6 <= 000005e9
@00004180: $ 5 <= 00003b38
@00004184: $ 4 <= 00003b3c
@00004188: $ 1 <= 000005eb
@0000418c: $ 6 <= 000005ec
@00004180: $ 5 <= 00003b3c
@00004184: $ 4 <= 00003b40
@00004188: $ 1 <= 000005ee
@0000418c: $ 6 <= 000005ef
@00004180: $ 5 <= 00003b40
@00004184: $ 4 <= 00003b44
@00004188: $ 1 <= 000005f1
@0000418c: $ 6 <= 000005f2
@00004180: $ 5 <= 00003b44
@00004184: $ 4 <= 00003b48
@00004188: $ 1 <= 000005f4
@0000418c: $ 6 <= 000005f5
@00004180: $ 5 <= 00003b48
@00004184: $ 4 <= 00003b4c
@00004188: $ 1 <= 000005f7
@0000418c: $ 6 <= 000005f8
@00004180: $ 5 <= 00003b4c
@00004184: $ 4 <= 00003b50
@00004188: $ 1 <= 000005fa
@0000418c: $ 6 <= 000005fb
@00004180: $ 5 <= 00003b50
@00004184: $ 4 <= 00003b54
@00004188: $ 1 <= 000005fd
@0000418c: $ 6 <= 000005fe
@00004180: $ 5 <= 00003b54
@00004184: $ 4 <= 00003b58
@00004188: $ 1 <= 00000600
@0000418c: $ 6 <= 00000601
@00004180: $ 5 <= 00003b58
@00004184: $ 4 <= 00003b5c
@00004188: $ 1 <= 00000603
@0000418c: $ 6 <= 00000604
@00004180: $ 5 <= 00003b5c
@00004184: $ 4 <= 00003b60
@00004188: $ 1 <= 00000606
@0000418c: $ 6 <= 00000607
@00004180: $ 5 <= 00003b60
@00004184: $ 4 <= 00003b64
@00004188: $ 1 <= 00000609
@0000418c: $ 6 <= 0000060a
@00004180: $ 5 <= 00003b64
@00004184: $ 4 <= 00003b68
@00004188: $ 1 <= 0000060c
@0000418c: $ 6 <= 0000060d
@00004180: $ 5 <= 00003b68
@00004184: $ 4 <= 00003b6c
@00004188: $ 1 <= 0000060f
@0000418c: $ 6 <= 00000610
@00004180: $ 5 <= 00003b6c
@00004184: $ 4 <= 00003b70
@00004188: $ 1 <= 00000612
@0000418c: $ 6 <= 00000613
@00004180: $ 5 <= 00003b70
@00004184: $ 4 <= 00003b74
@00004188: $ 1 <= 00000615
@0000418c: $ 6 <= 00000616
@00004180: $ 5 <= 00003b74
@00004184: $ 4 <= 00003b78
@00004188: $ 1 <= 00000618
@0000418c: $ 6 <= 00000619
@00004180: $ 5 <= 00003b78
@00004184: $ 4 <= 00003b7c
@00004188: $ 1 <= 0000061b
@0000418c: $ 6 <= 0000061c
@00004180: $ 5 <= 00003b7c
@00004184: $ 4 <= 00003b80
@00004188: $ 1 <= 0000061e
@0000418c: $ 6 <= 0000061f
@00004180: $ 5 <= 00003b80
@00004184: $ 4 <= 00003b84
@00004188: $ 1 <= 00000621
@0000418c: $ 6 <= 00000622
@00004180: $ 5 <= 00003b84
@00004184: $ 4 <= 00003b88
@00004188: $ 1 <= 00000624
@0000418c: $ 6 <= 00000625
@00004180: $ 5 <= 00003b88
@00004184: $ 4 <= 00003b8c
@00004188: $ 1 <= 00000627
@0000418c: $ 6 <= 00000628
@00004180: $ 5 <= 00003b8c
@00004184: $ 4 <= 00003b90
@00004188: $ 1 <= 0000062a
@0000418c: $ 6 <= 0000062b
@00004180: $ 5 <= 00003b90
@00004184: $ 4 <= 00003b94
@00004188: $ 1 <= 0000062d
@0000418c: $ 6 <= 0000062e
@00004180: $ 5 <= 00003b94
@00004184: $ 4 <= 00003b98
@00004188: $ 1 <= 00000630
@0000418c: $ 6 <= 00000631
@00004180: $ 5 <= 00003b98
@00004184: $ 4 <= 00003b9c
@00004188: $ 1 <= 00000633
@0000418c: $ 6 <= 00000634
@00004180: $ 5 <= 00003b9c
@00004184: $ 4 <= 00003ba0
@00004188: $ 1 <= 00000636
@0000418c: $ 6 <= 00000637
@00004180: $ 5 <= 00003ba0
@00004184: $ 4 <= 00003ba4
@00004188: $ 1 <= 00000639
@0000418c: $ 6 <= 0000063a
@00004180: $ 5 <= 00003ba4
@00004184: $ 4 <= 00003ba8
@00004188: $ 1 <= 0000063c
@0000418c: $ 6 <= 0000063d
@00004180: $ 5 <= 00003ba8
@00004184: $ 4 <= 00003bac
@00004188: $ 1 <= 0000063f
@0000418c: $ 6 <= 00000640
@00004180: $ 5 <= 00003bac
@00004184: $ 4 <= 00003bb0
@00004188: $ 1 <= 00000642
@0000418c: $ 6 <= 00000643
@00004180: $ 5 <= 00003bb0
@00004184: $ 4 <= 00003bb4
@00004188: $ 1 <= 00000645
@0000418c: $ 6 <= 00000646
@00004180: $ 5 <= 00003bb4
@00004184: $ 4 <= 00003bb8
@00004188: $ 1 <= 00000648
@0000418c: $ 6 <= 00000649
@00004180: $ 5 <= 00003bb8
@00004184: $ 4 <= 00003bbc
@00004188: $ 1 <= 0000064b
@0000418c: $ 6 <= 0000064c
@00004180: $ 5 <= 00003bbc
@00004184: $ 4 <= 00003bc0
@00004188: $ 1 <= 0000064e
@0000418c: $ 6 <= 0000064f
@00004180: $ 5 <= 00003bc0
@00004184: $ 4 <= 00003bc4
@00004188: $ 1 <= 00000651
@0000418c: $ 6 <= 00000652
@00004180: $ 5 <= 00003bc4
@00004184: $ 4 <= 00003bc8
@00004188: $ 1 <= 00000654
@0000418c: $ 6 <= 00000655
@00004180: $ 5 <= 00003bc8
@00004184: $ 4 <= 00003bcc
@00004188: $ 1 <= 00000657
@0000418c: $ 6 <= 00000658
@00004180: $ 5 <= 00003bcc
@00004184: $ 4 <= 00003bd0
@00004188: $ 1 <= 0000065a
@0000418c: $ 6 <= 0000065b
@00004180: $ 5 <= 00003bd0
@00004184: $ 4 <= 00003bd4
@00004188: $ 1 <= 0000065d
